resort,location,status_pistes_km,slope_condition,open_lifts,link,Length of floodlit runs,Runs floodlit today until,Last snowfall in resort,Last snowfall in ski area,New snow in resort (past 24h),New snow in ski area (past 24h),Number of lifts in ski area,Pistes covered by lift pass (regional),Number of local pistes,Surface area of pistes,Runs down to (altitude),Condition of runs down to resort,Number of snow shoe trails open today,Conditions/events on the trails,Winter walking paths from (altitude),Runs down to resort (open today / total),Fully open,Tel. for tobogganing info,Toboggan hire available,Floodlit today (open / total),Transportation to starting point,Vertical difference of all runs (today / total),Tel. for cross-country ski info,"Cross-country trails, dogs permitted (open / total)",Floodlit cross-country trails (km open / total),Cross-country ski trail floodlit today until,Altitude of cross-country runs,Snowboard facilities floodlit today until,Tel. for fun park info,Snow Park condition,Snow park floodlighting,Depth of snow on upper runs,Depth of snow in resort at 1050 metres,Depth of snow in resort at 1200 metres,Depth of snow in resort at 1000 metres,Depth of snow in resort at 1560 metres,Depth of snow in resort at 1350 metres,Depth of snow on upper runs at 1600 metres,Depth of snow in resort at 1500 metres,Depth of snow in resort at 900 metres,Depth of snow in resort at 1300 metres,Depth of snow on upper runs at 2250 metres,Depth of snow in resort at 1800 metres,Depth of snow in resort,Depth of snow in resort at 1100 metres,Depth of snow in resort at 800 metres,Depth of snow on upper runs at 1200 metres,Depth of snow on upper runs at 1000 metres,Depth of snow in resort at 1400 metres,Depth of snow on upper runs at 1250 metres,Depth of snow on upper runs at 2500 metres,Depth of snow on upper runs at 2000 metres,Depth of snow in resort at 1353 metres,Depth of snow in resort at 1175 metres,Depth of snow on upper runs at 2200 metres,Depth of snow on upper runs at 2350 metres,Depth of snow on upper runs at 2600 metres,Depth of snow on upper runs at 1550 metres,Depth of snow on upper runs at 2262 metres,Depth of snow in resort at 1090 metres,Depth of snow on upper runs at 2540 metres,Depth of snow on upper runs at 1500 metres,Depth of snow in resort at 1340 metres,Depth of snow in resort at 1822 metres,Depth of snow in resort at 1650 metres,Depth of snow on upper runs at 1420 metres,Depth of snow on upper runs at 1850 metres,Depth of snow in resort at 1480 metres,Depth of snow on upper runs at 1950 metres,Depth of snow on upper runs at 3020 metres,Depth of snow on upper runs at 1922 metres,Depth of snow on upper runs at 2174 metres,Depth of snow on upper runs at 1964 metres,Depth of snow in resort at 1227 metres,Depth of snow on upper runs at 1630 metres,Depth of snow in resort at 595 metres,Depth of snow on upper runs at 2640 metres,Depth of snow on upper runs at 1800 metres,Depth of snow in resort at 884 metres,Depth of snow in resort at 1750 metres,Depth of snow in resort at 1068 metres,Depth of snow in resort at 1450 metres,Depth of snow on upper runs at 2170 metres,Depth of snow in resort at 1420 metres,Depth of snow on upper runs at 1450 metres,Depth of snow in resort at 1010 metres,Depth of snow on upper runs at 1946 metres,Depth of snow in resort at 1154 metres,Depth of snow in resort at 630 metres,Depth of snow in resort at 1166 metres,Depth of snow on upper runs at 2270 metres,Depth of snow in resort at 465 metres,Depth of snow on upper runs at 1170 metres,Depth of snow in resort at 940 metres,Depth of snow on upper runs at 1660 metres,Depth of snow in resort at 1061 metres,Depth of snow on upper runs at 1396 metres,Depth of snow in resort at 1600 metres,Depth of snow in resort at 430 metres,Depth of snow on upper runs at 1050 metres,Depth of snow on upper runs at 1590 metres,Depth of snow on upper runs at 1350 metres,Depth of snow in resort at 1230 metres,Depth of snow in resort at 740 metres,Depth of snow in resort at 650 metres,Depth of snow on upper runs at 1180 metres,Depth of snow in resort at 930 metres,Depth of snow on upper runs at 1470 metres,Depth of snow in resort at 840 metres,Depth of snow in resort at 1440 metres,Depth of snow on upper runs at 1650 metres,Depth of snow on upper runs at 1726 metres,Depth of snow on upper runs at 1080 metres,Depth of snow on upper runs at 1093 metres,Depth of snow on upper runs at 1580 metres,Depth of snow in resort at 860 metres,Depth of snow on upper runs at 1385 metres,Depth of snow on upper runs at 1583 metres,Depth of snow in resort at 972 metres,Depth of snow on upper runs at 1030 metres,Depth of snow in resort at 875 metres,Depth of snow on upper runs at 2123 metres,Depth of snow in resort at 1550 metres,Depth of snow in resort at 1373 metres,Depth of snow on upper runs at 2552 metres,Depth of snow on upper runs at 1100 metres,Depth of snow on upper runs at 0 metres,Depth of snow in resort at 825 metres,Depth of snow in resort at 1044 metres,Depth of snow in resort at 1250 metres,Depth of snow in resort at 1256 metres,Depth of snow in resort at 1444 metres,Depth of snow in resort at 1687 metres,Depth of snow in resort at 1714 metres,Depth of snow on upper runs at 2076 metres,Depth of snow in resort at 1290 metres,Depth of snow on upper runs at 2593 metres,Depth of snow on upper runs at 1570 metres,Depth of snow in resort at 1809 metres,Depth of snow in resort at 1473 metres,Depth of snow on upper runs at 1346 metres,Depth of snow in resort at 1330 metres,Depth of snow on upper runs at 3330 metres,Depth of snow in resort at 520 metres,Depth of snow on upper runs at 2227 metres,Depth of snow in resort at 1466 metres,Depth of snow in resort at 1221 metres,Depth of snow on upper runs at 1900 metres,Depth of snow in resort at 1805 metres,Depth of snow in resort at 1660 metres,Depth of snow in resort at 1572 metres,Depth of snow on upper runs at 2300 metres,Depth of snow on upper runs at 2700 metres,Depth of snow in resort at 1457 metres,Depth of snow on upper runs at 2360 metres,Depth of snow on upper runs at 2730 metres,Depth of snow in resort at 1706 metres,Depth of snow on upper runs at 1725 metres,Depth of snow on upper runs at 2783 metres,Depth of snow in resort at 1322 metres,Depth of snow on upper runs at 2554 metres,Depth of snow in resort at 1716 metres,Depth of snow in resort at 1815 metres,Depth of snow in resort at 1812 metres,Depth of snow in resort at 1474 metres,Depth of snow on upper runs at 2961 metres,Depth of snow in resort at 1920 metres,Depth of snow in resort at 1263 metres,Depth of snow in resort at 1030 metres,Depth of snow on upper runs at 1460 metres,Depth of snow in resort at 0 metres,Depth of snow on upper runs at 1260 metres,Depth of snow in resort at 1283 metres,Depth of snow on upper runs at 1380 metres,Depth of snow in resort at 998 metres,Depth of snow in resort at 519 metres,Depth of snow on upper runs at 1863 metres,Depth of snow in resort at 790 metres,Depth of snow on upper runs at 2061 metres,Depth of snow on upper runs at 1485 metres,Depth of snow in resort at 1135 metres,Depth of snow on upper runs at 1856 metres,Depth of snow in resort at 1150 metres,Depth of snow on upper runs at 2225 metres,Depth of snow in resort at 1020 metres,Depth of snow in resort at 925 metres,Depth of snow in resort at 1035 metres,Depth of snow in resort at 1220 metres,Depth of snow on upper runs at 2720 metres,Depth of snow in resort at 1284 metres,Depth of snow on upper runs at 1634 metres,Depth of snow in resort at 1950 metres,Depth of snow on upper runs at 1228 metres,Depth of snow in resort at 1265 metres,Depth of snow on upper runs at 2352 metres,Depth of snow on upper runs at 2050 metres,Depth of snow in resort at 1769 metres,Depth of snow on upper runs at 2483 metres,Depth of snow on upper runs at 1887 metres,Depth of snow on upper runs at 2590 metres,Depth of snow on upper runs at 1901 metres,Depth of snow on upper runs at 1496 metres
Unterbäch-Brandalp-Ginals,Unterbäch – Valais,0.0/19.8 ,no info,1/7,https://snow.myswitzerland.com//snow_reports/unterbaech-brandalp-ginals-171/#piste,0.0 km,–,27.03.2023,27.03.2023,0 cm,0 cm,15,90 km,12,–,1200 m (altitude),closed,0,No notification,–,0/2,100%,+41 (0)27 934 21 19,,0/0 km,,550/550 m,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villars-Gryon,Villars-sur-Ollon – Canton of Vaud,,There are no current reports available,Day ticketAdult: CHF 59.–Children: CHF 39.–,https://snow.myswitzerland.com//snow_reports/villars-gryon-147/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Berra - La Roche,La Roche - La Berra – Region of Fribourg,,There are no current reports available,Day ticketAdult: CHF 41.–Children: CHF 26.–,https://snow.myswitzerland.com//snow_reports/la-berra-la-roche-218/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosco Gurin,Bosco Gurin – Ticino,,There are no current reports available,Day ticketAdult: CHF 45.–Children: CHF 20.–,https://snow.myswitzerland.com//snow_reports/bosco-gurin-252/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champéry Region Dents du Midi,Champéry – Valais,0.0/690.7 ,no info,0/217,https://snow.myswitzerland.com//snow_reports/champery-region-dents-du-midi-13/#piste,0.0 km,–,01.04.2023,09.11.2023,0 cm,0 cm,37,100 km,48,–,–,closed,,,,0/4,,,,,,,,,,,,-,,no info,–,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rougemont,Rougemont – Canton of Vaud,0.0/26.5 ,no info,0/3,https://snow.myswitzerland.com//snow_reports/rougemont-395/#piste,0.0 km,–,11.11.2023,11.11.2023,0 cm,0 cm,–,220 km,8,–,–,closed,0,Closed,–,0/1,,,,,,,,0.0/0 km,0.0/3.6 km,–,961-1012 m (altitude),,,,,–,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tschiertschen,Tschiertschen – Graubünden,0.0/27.0 ,no info,0/5,https://snow.myswitzerland.com//snow_reports/tschiertschen-57/#piste,0.0 km,–,12.03.2023,12.03.2023,0 cm,0 cm,0,0 km,16,–,–,closed,0,End of season,–,0/3,0%,+41 (0)81 373 01 01,,0/0 km,,0/475 m,,0.0/0.0 km,0.0/0.0 km,–,1400 m (altitude),-,+41 (0)81 373 01 01,end of season,–,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochers-de-Naye - Caux,Caux – Canton of Vaud,0.0/7.8 ,no info,0/6,https://snow.myswitzerland.com//snow_reports/rochers-de-naye-caux-186/#piste,0.0 km,–,18.01.2023,01.04.2023,0 cm,0 cm,–,7 km,7,0.23 km²,,,,,,0/0,,,,,,,,,,,,,,,,–,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Pléiades,Blonay – Canton of Vaud,0.0/7.9 ,no info,0/6,https://snow.myswitzerland.com//snow_reports/les-pleiades-187/#piste,1.0 km,–,18.03.2023,18.03.2023,0 cm,0 cm,–,–,7,0.17 km²,,,0,No notification,–,,,,,,,,+41 (0) 79 703 77 49,0.0/0 km,0.0/1.0 km,–,1150-1250 m (altitude),,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiriehorn,Oey-Diemtigen – Bern Region,0.0/12.5 ,no info,0/5,https://snow.myswitzerland.com//snow_reports/wiriehorn-231/#piste,0.0 km,–,26.02.2023,26.02.2023,0 cm,0 cm,13,36 km,8,0.16 km²,–,closed,0,Good,–,0/1,0%,,,0/0 km,–,0/579 m,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Diablerets,Villars-sur-Ollon – Canton of Vaud,,There are no current reports available,Day ticketAdult: CHF 59.–Children: CHF 39.–,https://snow.myswitzerland.com//snow_reports/les-diablerets-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veysonnaz - 4 Vallées,Veysonnaz – Valais,0.0/144.3 ,no info,0/40,https://snow.myswitzerland.com//snow_reports/veysonnaz-4-vallees-5/#piste,0.0 km,–,07.04.2023,14.04.2023,0 cm,0 cm,82,400 km,41,0.00 km²,1350 m (altitude),closed,1,Passable,2200 m (altitude),0/18,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forclaz Espace Dent-Blanche,La Forclaz VS – Valais,,There are no current reports available,Day ticketAdult: CHF 28.–Children: CHF 19.–,https://snow.myswitzerland.com//snow_reports/forclaz-espace-dent-blanche-256/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosswald,Rosswald – Valais,0.0/19.0 ,no info,1/6,https://snow.myswitzerland.com//snow_reports/rosswald-86/#piste,0.0 km,–,10.03.2023,17.01.2023,0 cm,0 cm,–,–,5,–,–,closed,,,,0/1,0%,+41 27 923 20 04,,0/0 km,,0/850 m,,,,,,,,,,–,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airolo,Airolo – Ticino,0.0/37.6 ,no info,0/8,https://snow.myswitzerland.com//snow_reports/airolo-162/#piste,0.0 km,–,11.03.2023,11.03.2023,0 cm,0 cm,–,–,13,–,–,closed,0,No notification,–,0/2,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vercorin,Vercorin – Valais,0.0/35.9 ,no info,1/9,https://snow.myswitzerland.com//snow_reports/vercorin-7/#piste,0.0 km,–,10.11.2023,12.11.2023,0 cm,0 cm,9,35 km,13,0.01 km²,1330 m (altitude),closed,0,Closed,–,0/3,0%,+41 (0)27 455 58 55,,0/0 km,–,0/510 m,,,,,,-,+41 (0)27 455 58 55,closed,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nendaz - 4 Vallées,Nendaz – Valais,0.0/85.6 ,no info,1/24,https://snow.myswitzerland.com//snow_reports/nendaz-4-vallees-139/#piste,0.0 km,00:00 hr,07.04.2023,14.04.2023,0 cm,0 cm,80,410 km,26,0.00 km²,1600 m (altitude),closed,1,End of season,2200 m (altitude),0/18,0%,+41 (0)27 289 52 00,,0/0.5 km,,0/1214 m,+41 (0)27 289 55 89,0.0/0.0 km,0.0/0.0 km,–,2200-2260 m (altitude),,,,,,,,,,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizol - Bad Ragaz - Wangs,Bad Ragaz – Eastern Switzerland / Liechtenstein,0.0/50.1 ,no info,0/12,https://snow.myswitzerland.com//snow_reports/pizol-bad-ragaz-wangs-41/#piste,0.0 km,–,10.04.2023,10.04.2023,0 cm,0 cm,11,40 km,28,7.00 km²,509 m (altitude),closed,0,Good,1633 m (altitude),0/2,0%,+41 (0)81 300 48 20,,0/3.5 km,,0/1013 m,,,,,,-,+41 (0)81 300 48 20,no info,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champex-Lac,Champex-Lac – Valais,0.0/15.0 ,no info,0/4,https://snow.myswitzerland.com//snow_reports/champex-lac-168/#piste,0.0 km,–,02.04.2023,02.04.2023,0 cm,0 cm,14,15 km,10,–,–,closed,,,,0/2,0%,,,0/0 km,–,0/716 m,,0.0/0 km,0.0/0 km,–,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engstligenalp,Adelboden – Bern Region,0.0/17.4 ,no info,0/8,https://snow.myswitzerland.com//snow_reports/engstligenalp-336/#piste,0.0 km,–,10.11.2023,2 days ago,0 cm,0 cm,70,210 km,11,400.00 km²,,,0,Closed,–,0/0,,,,,,,+41 (0)33 673 32 70,0.0/0.0 km,0.0/0.0 km,–,–,-,,end of season,–,,,,,,,,,,,,,,,,,,,,,,0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melchsee-Frutt,Melchsee-Frutt – Lucerne - Lake Lucerne Region,0.0/36.0 ,no info,0/16,https://snow.myswitzerland.com//snow_reports/melchsee-frutt-24/#piste,0.0 km,–,2 days ago,2 days ago,0 cm,0 cm,0,36 km,10,0.83 km²,1080 m (altitude),closed,0,No notification,1744 m (altitude),0/2,0%,041 669 70 70,,0/7.9 km,,0/860 m,041 669 70 70,0.0/0.0 km,0.0/0.0 km,–,1900 m (altitude),-,,no info,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,
Ovronnaz,Ovronnaz – Valais,0.0/30.0 ,end of season,0/7,https://snow.myswitzerland.com//snow_reports/ovronnaz-138/#piste,0.0 km,–,05.11.2023,05.11.2023,0 cm,0 cm,7,30 km,23,–,–,closed,,,,0/3,,,,,,,,,,,,-,,end of season,–,60 cm,,,,,0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Tzoumaz - Savoleyres,Verbier – Valais,0.0/48.8 ,no info,0/8,https://snow.myswitzerland.com//snow_reports/la-tzoumaz-savoleyres-332/#piste,0.0 km,–,11.11.2023,13.11.2023,0 cm,0 cm,82,412 km,13,–,–,closed,,,,0/4,0%,,,0/0 km,–,0/854 m,,,,,,,,,,–,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obersaxen Mundaun,Obersaxen Mundaun – Graubünden,0.0/112.0 ,no info,0/15,https://snow.myswitzerland.com//snow_reports/obersaxen-mundaun-64/#piste,0.0 km,–,03.11.2023,03.11.2023,0 cm,0 cm,17,120 km,49,–,–,closed,0,No notification,–,0/9,0%,,,0/0 km,–,0/0 m,,0.0/0 km,0.0/0 km,–,1079 m (altitude),-,,closed,–,–,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leysin-Mosses-Lécherette,Leysin – Canton of Vaud,0.0/100.0 ,no info,0/27,https://snow.myswitzerland.com//snow_reports/leysin-mosses-lecherette-330/#piste,–,–,27.03.2023,27.03.2023,0 cm,0 cm,23,100 km,45,–,–,closed,0,Good,–,0/14,,,,,,,,0/0 km,0/0 km,–,–,-,,end of season,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoch-Ybrig,Hoch-Ybrig – Lucerne - Lake Lucerne Region,0.0/50.0 ,no info,0/13,https://snow.myswitzerland.com//snow_reports/hoch-ybrig-26/#piste,0.0 km,–,16.04.2023,16.04.2023,0 cm,0 cm,12,50 km,22,–,–,closed,,,,0/2,,,,,,,,,,,,-,,no info,–,0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 cm,,,,,,,,,,,,,,,
La Fouly,La Fouly – Valais,0.0/15.0 ,no info,0/4,https://snow.myswitzerland.com//snow_reports/la-fouly-141/#piste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malbun - Steg (FL),Malbun-Steg – Eastern Switzerland / Liechtenstein,,There are no current reports available,Day ticketAdult: CHF 52.–Children: CHF 30.–,https://snow.myswitzerland.com//snow_reports/malbun-steg-fl-112/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vichères - Bavon,Liddes – Valais,0.0/15.8 ,no info,0/5,https://snow.myswitzerland.com//snow_reports/vicheres-bavon-257/#piste,0.0 km,–,11.03.2023,11.03.2023,0 cm,0 cm,24,140 km,13,–,–,closed,0,No notification,–,0/2,,,,,,,,0.0/0 km,0.0/0 km,–,–,,,,,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flumserberg,Flumserberg – Eastern Switzerland / Liechtenstein,0.0/64.7 ,no info,0/17,https://snow.myswitzerland.com//snow_reports/flumserberg-113/#piste,0.0 km,–,28.03.2023,28.03.2023,0 cm,0 cm,18,65 km,48,–,–,closed,0,No notification,1400 m (altitude),0/4,0%,+41817201515,,0/3.0 km,,0/356 m,,0.0/0.0 km,0.0/0 km,–,1400-1576 m (altitude),-,,no info,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,
Evolène Espace Dent-Blanche,Evolène – Valais,,There are no current reports available,Day ticketAdult: CHF 46.–Children: CHF 30.–,https://snow.myswitzerland.com//snow_reports/evolene-espace-dent-blanche-11/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
